seqname,source,feature,start,end,strand,GenBank_locus_tag,Product,gene_biotype,protein_id,name
NC_003317.1,RefSeq,gene,2014187,2015410,+,BME_RS09690,beta-ketoacyl-[acyl-carrier-protein] synthase I,protein_coding,WP_011005448.1,BME_RS09690
NC_003317.1,RefSeq,gene,2015425,2016243,+,BME_RS09695,enoyl-[acyl-carrier-protein] reductase FabI,protein_coding,WP_002965233.1,BME_RS09695
NC_003317.1,RefSeq,pseudogene,2016291,2017314,-,BME_RS09705,methyltransferase,pseudogene,NA,BME_RS09705
NC_003317.1,RefSeq,gene,2017425,2019569,-,BME_RS09710,polyribonucleotide nucleotidyltransferase,protein_coding,WP_004684585.1,BME_RS09710
NC_003317.1,RefSeq,gene,2019853,2020122,-,BME_RS09715,30S ribosomal protein S15,protein_coding,WP_002965230.1,BME_RS09715
NC_003317.1,RefSeq,gene,2020293,2021267,-,BME_RS09720,tRNA pseudouridine(55) synthase TruB,protein_coding,WP_004684584.1,BME_RS09720
NC_003317.1,RefSeq,gene,2021271,2021723,-,BME_RS09725,ribosome-binding factor A,protein_coding,WP_004684583.1,BME_RS09725
NC_003317.1,RefSeq,gene,2021989,2024868,-,BME_RS09730,translation initiation factor IF-2,protein_coding,WP_004684582.1,BME_RS09730
NC_003317.1,RefSeq,gene,2025006,2025659,-,BME_RS09735,hypothetical protein,protein_coding,WP_002965226.1,BME_RS09735
NC_003317.1,RefSeq,gene,2025583,2025813,+,BME_RS16880,hypothetical protein,protein_coding,WP_008933617.1,BME_RS16880
NC_003317.1,RefSeq,gene,2025991,2027604,-,BME_RS09740,transcription termination/antitermination protein NusA,protein_coding,WP_002965225.1,BME_RS09740
NC_003317.1,RefSeq,gene,2027657,2028316,-,BME_RS09745,ribosome maturation factor,protein_coding,WP_002965224.1,BME_RS09745
NC_003317.1,RefSeq,gene,2028496,2029197,-,BME_RS09750,tRNA (guanosine(46)-N7)-methyltransferase TrmB,protein_coding,WP_004684581.1,BME_RS09750
NC_003317.1,RefSeq,gene,2029206,2030471,-,BME_RS09755,methionine adenosyltransferase,protein_coding,WP_011005450.1,BME_RS09755
NC_003317.1,RefSeq,gene,2030698,2031111,-,BME_RS09760,XRE family transcriptional regulator,protein_coding,WP_002965221.1,BME_RS09760
NC_003317.1,RefSeq,gene,2031258,2032856,-,BME_RS09765,apolipoprotein N-acyltransferase,protein_coding,WP_011005451.1,BME_RS09765
NC_003317.1,RefSeq,gene,2032853,2033971,-,BME_RS09770,HlyC/CorC family transporter,protein_coding,WP_004684579.1,BME_RS09770
NC_003317.1,RefSeq,gene,2033974,2034450,-,BME_RS09775,rRNA maturation RNase YbeY,protein_coding,WP_002971812.1,BME_RS09775
NC_003317.1,RefSeq,pseudogene,2034616,2035600,-,BME_RS09780,PhoH family protein,pseudogene,NA,BME_RS09780
NC_003317.1,RefSeq,gene,2035837,2037240,-,BME_RS09785,tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB,protein_coding,WP_004684577.1,BME_RS09785
NC_003317.1,RefSeq,gene,2037298,2038101,-,BME_RS09790,1-acyl-sn-glycerol-3-phosphate acyltransferase,protein_coding,WP_004684576.1,BME_RS09790
NC_003317.1,RefSeq,gene,2038098,2038598,-,BME_RS09795,ribosomal-protein-alanine N-acetyltransferase,protein_coding,WP_004684575.1,BME_RS09795
NC_003317.1,RefSeq,gene,2038603,2039292,-,BME_RS09800,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,protein_coding,WP_002965213.1,BME_RS09800
NC_003317.1,RefSeq,gene,2039575,2040072,+,BME_RS09805,DNA starvation/stationary phase protection protein Dps,protein_coding,WP_002965212.1,BME_RS09805
NC_003317.1,RefSeq,gene,2040233,2041486,-,BME_RS09810,aminopeptidase,protein_coding,WP_041594648.1,BME_RS09810
NC_003317.1,RefSeq,gene,2041605,2041886,+,BME_RS09815,hypothetical protein,protein_coding,WP_002968043.1,BME_RS09815
NC_003317.1,RefSeq,gene,2041996,2043018,-,BME_RS09820,cell wall hydrolase,protein_coding,WP_005970379.1,BME_RS09820
NC_003317.1,RefSeq,gene,2043562,2044248,-,BME_RS09825,phosphate regulon transcriptional regulatory protein PhoB,protein_coding,WP_002965207.1,BME_RS09825
NC_003317.1,RefSeq,gene,2044366,2045088,-,BME_RS09830,phosphate transport system regulatory protein PhoU,protein_coding,WP_002965206.1,BME_RS09830
NC_003317.1,RefSeq,gene,2045154,2045975,-,BME_RS09835,phosphate ABC transporter ATP-binding protein,protein_coding,WP_002965205.1,BME_RS09835
NC_003317.1,RefSeq,gene,2045992,2047302,-,BME_RS09840,phosphate ABC transporter%2C permease protein PstA,protein_coding,WP_011005456.1,BME_RS09840
NC_003317.1,RefSeq,gene,2047302,2048792,-,BME_RS09845,phosphate ABC transporter permease subunit PstC,protein_coding,WP_004684572.1,BME_RS09845
NC_003317.1,RefSeq,gene,2048934,2049980,-,BME_RS09850,phosphonate ABC transporter substrate-binding protein,protein_coding,WP_002965202.1,BME_RS09850
NC_003317.1,RefSeq,gene,2050135,2050551,-,BME_RS09855,DUF454 domain-containing protein,protein_coding,WP_002965201.1,BME_RS09855
NC_003317.1,RefSeq,gene,2050718,2050939,-,BME_RS16885,hypothetical protein,protein_coding,WP_002965200.1,BME_RS16885
NC_003317.1,RefSeq,gene,2051095,2051451,+,BME_RS09860,septal ring lytic transglycosylase RlpA family protein,protein_coding,WP_004684571.1,BME_RS09860
NC_003317.1,RefSeq,gene,2051899,2052519,+,BME_RS09865,hypothetical protein,protein_coding,WP_004684570.1,BME_RS09865
NC_003317.1,RefSeq,pseudogene,2052568,2054100,-,BME_RS09870,AAA family ATPase,pseudogene,NA,BME_RS09870
NC_003317.1,RefSeq,gene,2054210,2055148,-,BME_RS09875,glutathione synthetase,protein_coding,WP_004684568.1,BME_RS09875
NC_003317.1,RefSeq,gene,2055396,2056271,+,BME_RS09880,SMP-30/gluconolactonase/LRE family protein,protein_coding,WP_006014546.1,BME_RS09880
NC_003317.1,RefSeq,gene,2056309,2056596,-,BME_RS09885,DUF1330 domain-containing protein,protein_coding,WP_004684567.1,BME_RS09885
NC_003317.1,RefSeq,gene,2056645,2057361,-,BME_RS09890,orotidine-5'-phosphate decarboxylase,protein_coding,WP_004684566.1,BME_RS09890
NC_003317.1,RefSeq,gene,2057571,2058170,-,BME_RS09895,methyltransferase domain-containing protein,protein_coding,WP_004684565.1,BME_RS09895
NC_003317.1,RefSeq,gene,2058291,2059424,-,BME_RS09900,molecular chaperone DnaJ,protein_coding,WP_004684564.1,BME_RS09900
NC_003317.1,RefSeq,gene,2059458,2059652,+,BME_RS09905,hypothetical protein,protein_coding,WP_014489528.1,BME_RS09905
NC_003317.1,RefSeq,gene,2059670,2061583,-,BME_RS09910,molecular chaperone DnaK,protein_coding,WP_041594641.1,BME_RS09910
NC_003317.1,RefSeq,gene,2061809,2062795,-,BME_RS09915,gfo/Idh/MocA family oxidoreductase,protein_coding,WP_004686733.1,BME_RS09915
NC_003317.1,RefSeq,gene,2062865,2065279,-,BME_RS09920,phenylalanine--tRNA ligase subunit beta,protein_coding,WP_011005467.1,BME_RS09920
NC_003317.1,RefSeq,gene,2065301,2066410,-,BME_RS09925,phenylalanine--tRNA ligase subunit alpha,protein_coding,WP_004684561.1,BME_RS09925
NC_003317.1,RefSeq,gene,2066538,2067380,-,BME_RS09930,hypothetical protein,protein_coding,WP_004684560.1,BME_RS09930
NC_003317.1,RefSeq,gene,2067479,2067883,-,BME_RS09935,50S ribosomal protein L20,protein_coding,WP_002965185.1,BME_RS09935
NC_003317.1,RefSeq,gene,2067911,2068111,-,BME_RS09940,50S ribosomal protein L35,protein_coding,WP_002965184.1,BME_RS09940
NC_003317.1,RefSeq,gene,2068378,2068992,-,BME_RS09945,isoprenylcysteine carboxylmethyltransferase family protein,protein_coding,WP_002965183.1,BME_RS09945
NC_003317.1,RefSeq,gene,2069121,2069657,-,BME_RS09950,translation initiation factor IF-3,protein_coding,WP_011265387.1,BME_RS09950
NC_003317.1,RefSeq,gene,2069957,2070748,+,BME_RS09960,alpha/beta hydrolase,protein_coding,WP_004685293.1,BME_RS09960
NC_003317.1,RefSeq,gene,2070762,2071913,+,BME_RS09965,benzoate transporter,protein_coding,WP_004686732.1,BME_RS09965
NC_003317.1,RefSeq,gene,2072110,2072283,+,BME_RS15760,DUF2852 domain-containing protein,protein_coding,WP_011005470.1,BME_RS15760
NC_003317.1,RefSeq,gene,2072243,2072542,+,BME_RS09975,DUF2852 domain-containing protein,protein_coding,WP_002967039.1,BME_RS09975
NC_003317.1,RefSeq,gene,2072651,2073412,+,BME_RS09980,M48 family peptidase,protein_coding,WP_004684556.1,BME_RS09980
NC_003317.1,RefSeq,gene,2073409,2074044,+,BME_RS09985,YdcF family protein,protein_coding,WP_004684555.1,BME_RS09985
NC_003317.1,RefSeq,gene,2074083,2074751,+,BME_RS09990,N-(5'-phosphoribosyl)anthranilate isomerase,protein_coding,WP_002965175.1,BME_RS09990
NC_003317.1,RefSeq,gene,2074771,2075991,+,BME_RS09995,tryptophan synthase subunit beta,protein_coding,WP_004686731.1,BME_RS09995
NC_003317.1,RefSeq,gene,2075994,2076461,+,BME_RS10000,hypothetical protein,protein_coding,WP_002965173.1,BME_RS10000
NC_003317.1,RefSeq,gene,2076458,2077297,+,BME_RS10005,tryptophan synthase subunit alpha,protein_coding,WP_004684553.1,BME_RS10005
NC_003317.1,RefSeq,gene,2077358,2078263,+,BME_RS10010,acetyl-CoA carboxylase carboxyl transferase subunit beta,protein_coding,WP_002965171.1,BME_RS10010
NC_003317.1,RefSeq,gene,2078266,2079594,+,BME_RS10015,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,protein_coding,WP_002965170.1,BME_RS10015
NC_003317.1,RefSeq,gene,2079546,2079752,-,BME_RS16890,hypothetical protein,protein_coding,WP_025257694.1,BME_RS16890
NC_003317.1,RefSeq,gene,2079808,2080131,-,BME_RS10020,thioredoxin,protein_coding,WP_002965169.1,BME_RS10020
NC_003317.1,RefSeq,gene,2080313,2083855,-,BME_RS10025,double-strand break repair helicase AddA,protein_coding,WP_011005472.1,BME_RS10025
NC_003317.1,RefSeq,gene,2083852,2087010,-,BME_RS10030,double-strand break repair protein AddB,protein_coding,WP_004684551.1,BME_RS10030
NC_003317.1,RefSeq,gene,2087025,2087744,-,BME_RS10035,nucleotidyltransferase family protein,protein_coding,WP_004684550.1,BME_RS10035
NC_003317.1,RefSeq,gene,2087731,2089266,-,BME_RS10040,bifunctional tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE/phosphotransferase,protein_coding,WP_002965165.1,BME_RS10040
NC_003317.1,RefSeq,gene,2089281,2091794,-,BME_RS10045,two-component sensor histidine kinase,protein_coding,WP_005970444.1,BME_RS10045
NC_003317.1,RefSeq,gene,2091848,2092057,-,BME_RS16895,hypothetical protein,protein_coding,WP_002965163.1,BME_RS16895
NC_003317.1,RefSeq,gene,2092245,2093645,-,BME_RS10050,adenosylhomocysteinase,protein_coding,WP_004684548.1,BME_RS10050
NC_003317.1,RefSeq,gene,2093642,2093959,-,BME_RS16900,hypothetical protein,protein_coding,WP_004686730.1,BME_RS16900
NC_003317.1,RefSeq,gene,2094023,2094337,-,BME_RS10055,HPr family phosphocarrier protein,protein_coding,WP_002965161.1,BME_RS10055
NC_003317.1,RefSeq,gene,2094341,2094742,-,BME_RS10060,PTS fructose transporter subunit IIA,protein_coding,WP_002965160.1,BME_RS10060
NC_003317.1,RefSeq,gene,2094744,2095019,-,BME_RS16905,hypothetical protein,protein_coding,WP_002965159.1,BME_RS16905
NC_003317.1,RefSeq,gene,2094994,2095473,-,BME_RS10065,ATP-binding protein,protein_coding,WP_002965158.1,BME_RS10065
NC_003317.1,RefSeq,gene,2095499,2097304,-,BME_RS10070,HAMP domain-containing protein,protein_coding,WP_004684547.1,BME_RS10070
NC_003317.1,RefSeq,gene,2097415,2098134,-,BME_RS10075,DNA-binding response regulator,protein_coding,WP_002965156.1,BME_RS10075
NC_003317.1,RefSeq,gene,2098536,2100011,+,BME_RS10080,phosphoenolpyruvate carboxykinase,protein_coding,WP_004684546.1,BME_RS10080
NC_003317.1,RefSeq,gene,2100057,2100146,+,BME_RS10085,hypothetical protein,protein_coding,WP_002971847.1,BME_RS10085
NC_003317.1,RefSeq,gene,2100257,2100694,+,BME_RS10090,aminoacyl-tRNA hydrolase,protein_coding,WP_004684545.1,BME_RS10090
NC_003317.1,RefSeq,gene,2100757,2101725,-,BME_RS10095,type I pantothenate kinase,protein_coding,WP_004684544.1,BME_RS10095
NC_003317.1,RefSeq,gene,2101740,2102063,-,BME_RS10100,phosphoribosyl-ATP pyrophosphatase,protein_coding,WP_002965152.1,BME_RS10100
NC_003317.1,RefSeq,gene,2102199,2102984,-,BME_RS10105,imidazole glycerol phosphate synthase cyclase subunit,protein_coding,WP_004684543.1,BME_RS10105
NC_003317.1,RefSeq,gene,2102981,2103712,-,BME_RS10110,1-(5-phosphoribosyl)-5-((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,protein_coding,WP_002965150.1,BME_RS10110
NC_003317.1,RefSeq,gene,2103717,2104367,-,BME_RS10115,imidazole glycerol phosphate synthase subunit HisH,protein_coding,WP_004684542.1,BME_RS10115
NC_003317.1,RefSeq,gene,2104370,2104879,-,BME_RS10120,DUF2628 domain-containing protein,protein_coding,WP_002967036.1,BME_RS10120
NC_003317.1,RefSeq,gene,2104991,2105599,-,BME_RS10125,imidazoleglycerol-phosphate dehydratase,protein_coding,WP_002967034.1,BME_RS10125
NC_003317.1,RefSeq,gene,2105896,2106450,+,BME_RS10130,HslU--HslV peptidase proteolytic subunit,protein_coding,WP_004686729.1,BME_RS10130
NC_003317.1,RefSeq,gene,2106524,2107828,+,BME_RS10135,HslU--HslV peptidase ATPase subunit,protein_coding,WP_004684541.1,BME_RS10135
NC_003317.1,RefSeq,gene,2107975,2108994,+,BME_RS10140,DUF1402 domain-containing protein,protein_coding,WP_002970401.1,BME_RS10140
NC_003317.1,RefSeq,gene,2109003,2109383,-,BME_RS10145,XRE family transcriptional regulator,protein_coding,WP_002965141.1,BME_RS10145
NC_003317.1,RefSeq,gene,2109380,2109952,-,BME_RS10150,DNA mismatch repair protein MutS,protein_coding,WP_041594642.1,BME_RS10150
NC_003317.1,RefSeq,gene,2109989,2111098,-,BME_RS10155,transglycosylase,protein_coding,WP_004684539.1,BME_RS10155
NC_003317.1,RefSeq,gene,2111162,2111857,-,BME_RS10160,calcium-binding protein,protein_coding,WP_004684538.1,BME_RS10160
NC_003317.1,RefSeq,gene,2112074,2112571,+,BME_RS10165,membrane protein FxsA,protein_coding,WP_002965137.1,BME_RS10165
NC_003317.1,RefSeq,gene,2112691,2113182,+,BME_RS10170,protein-export protein SecB,protein_coding,WP_002965136.1,BME_RS10170
NC_003317.1,RefSeq,gene,2113241,2113945,-,BME_RS10175,DNA polymerase III subunit epsilon,protein_coding,WP_004684537.1,BME_RS10175
NC_003317.1,RefSeq,gene,2113987,2114589,-,BME_RS10180,dephospho-CoA kinase,protein_coding,WP_004684536.1,BME_RS10180
NC_003317.1,RefSeq,gene,2114586,2115455,-,BME_RS10185,shikimate dehydrogenase,protein_coding,WP_002965133.1,BME_RS10185
NC_003317.1,RefSeq,gene,2115448,2116047,-,BME_RS10190,septum formation inhibitor Maf,protein_coding,WP_004684535.1,BME_RS10190
NC_003317.1,RefSeq,gene,2116044,2116883,-,BME_RS10195,phosphoenolpyruvate synthetase regulatory protein,protein_coding,WP_002965131.1,BME_RS10195
NC_003317.1,RefSeq,gene,2116857,2117108,+,BME_RS16910,hypothetical protein,protein_coding,WP_014315672.1,BME_RS16910
NC_003318.1,RefSeq,gene,120,329,-,BME_RS10205,hypothetical protein,protein_coding,WP_002966486.1,BME_RS10205
NC_003318.1,RefSeq,gene,316,993,-,BME_RS10210,N-acetyltransferase,protein_coding,WP_004681263.1,BME_RS10210
NC_003318.1,RefSeq,gene,1063,2142,-,BME_RS10215,molybdenum import ATP-binding protein ModC,protein_coding,WP_004681262.1,BME_RS10215
NC_003318.1,RefSeq,gene,2139,2825,-,BME_RS10220,molybdate ABC transporter permease subunit,protein_coding,WP_002966489.1,BME_RS10220
NC_003318.1,RefSeq,gene,2836,3591,-,BME_RS10225,molybdate ABC transporter substrate-binding protein,protein_coding,WP_004681258.1,BME_RS10225
NC_003318.1,RefSeq,gene,3631,3837,-,BME_RS16915,hypothetical protein,protein_coding,WP_002966491.1,BME_RS16915
NC_003318.1,RefSeq,gene,3872,4756,-,BME_RS10230,rhodanese domain-containing protein,protein_coding,WP_006084601.1,BME_RS10230
NC_003318.1,RefSeq,gene,4887,5498,+,BME_RS10235,DUF3380 domain-containing protein,protein_coding,WP_002966493.1,BME_RS10235
NC_003318.1,RefSeq,gene,5657,6295,+,BME_RS10240,ketohydroxyglutarate aldolase,protein_coding,WP_004681253.1,BME_RS10240
NC_003318.1,RefSeq,gene,6361,8322,-,BME_RS10245,DUF882 domain-containing protein,protein_coding,WP_006256613.1,BME_RS10245
NC_003318.1,RefSeq,gene,8222,8431,+,BME_RS16920,hypothetical protein,protein_coding,WP_014315922.1,BME_RS16920
NC_003318.1,RefSeq,gene,8615,10105,-,BME_RS10250,sigma-54-dependent Fis family transcriptional regulator,protein_coding,WP_011005486.1,BME_RS10250
NC_003318.1,RefSeq,gene,10453,12315,+,BME_RS10255,oligoendopeptidase F,protein_coding,WP_004681244.1,BME_RS10255
NC_003318.1,RefSeq,gene,12325,13494,+,BME_RS10260,aminodeoxychorismate synthase%2C component I,protein_coding,WP_004681242.1,BME_RS10260
NC_003318.1,RefSeq,gene,13428,14108,+,BME_RS10265,hypothetical protein,protein_coding,WP_004681240.1,BME_RS10265
NC_003318.1,RefSeq,pseudogene,14220,15666,+,BME_RS10270,homospermidine synthase,pseudogene,NA,BME_RS10270
NC_003318.1,RefSeq,gene,15808,16188,+,BME_RS10275,hypothetical protein,protein_coding,WP_002966502.1,BME_RS10275
NC_003318.1,RefSeq,gene,16326,17384,+,BME_RS10280,ferrochelatase,protein_coding,WP_004681236.1,BME_RS10280
NC_003318.1,RefSeq,gene,17517,18503,+,BME_RS10285,SPFH/Band 7/PHB domain protein,protein_coding,WP_004681235.1,BME_RS10285
NC_003318.1,RefSeq,gene,18524,18991,+,BME_RS10290,NfeD family protein,protein_coding,WP_002966505.1,BME_RS10290
NC_003318.1,RefSeq,gene,19082,20083,-,BME_RS10295,KpsF/GutQ family sugar-phosphate isomerase,protein_coding,WP_002966506.1,BME_RS10295
NC_003318.1,RefSeq,gene,20224,21762,+,BME_RS10300,hypothetical protein,protein_coding,WP_002968232.1,BME_RS10300
NC_003318.1,RefSeq,gene,21815,22708,-,BME_RS10305,UTP--glucose-1-phosphate uridylyltransferase,protein_coding,WP_002966508.1,BME_RS10305
NC_003318.1,RefSeq,gene,23120,24358,+,BME_RS10310,lytic murein transglycosylase,protein_coding,WP_004681229.1,BME_RS10310
NC_003318.1,RefSeq,gene,24862,25578,+,BME_RS10315,type IV secretion system protein virB1,protein_coding,WP_004681227.1,BME_RS10315
NC_003318.1,RefSeq,gene,26014,26331,+,BME_RS10320,type IV secretion system protein virB2,protein_coding,WP_002967165.1,BME_RS10320
NC_003318.1,RefSeq,gene,26345,26695,+,BME_RS10325,type IV secretion system protein virB3,protein_coding,WP_002966512.1,BME_RS10325
NC_003318.1,RefSeq,gene,26695,29190,+,BME_RS10330,type IV secretion system protein VirB4,protein_coding,WP_004681223.1,BME_RS10330
NC_003318.1,RefSeq,gene,29195,29911,+,BME_RS10335,type IV secretion system protein virB5,protein_coding,WP_002966514.1,BME_RS10335
NC_003318.1,RefSeq,gene,30095,31138,+,BME_RS10340,type IV secretion system protein VirB6,protein_coding,WP_004686828.1,BME_RS10340
NC_003318.1,RefSeq,gene,31302,31475,+,BME_RS10345,type IV secretion system lipoprotein virB7,protein_coding,WP_002966516.1,BME_RS10345
NC_003318.1,RefSeq,gene,31478,32197,+,BME_RS10350,type IV secretion system protein virB8,protein_coding,WP_002966517.1,BME_RS10350
NC_003318.1,RefSeq,gene,32207,33064,+,BME_RS10355,P-type conjugative transfer protein VirB9,protein_coding,WP_041594649.1,BME_RS10355
NC_003318.1,RefSeq,gene,33061,34203,+,BME_RS10360,type IV secretion system protein VirB10,protein_coding,WP_041594650.1,BME_RS10360
NC_003318.1,RefSeq,gene,34187,35272,+,BME_RS10365,P-type DNA transfer ATPase VirB11,protein_coding,WP_005972055.1,BME_RS10365
NC_003318.1,RefSeq,gene,35269,35517,+,BME_RS16925,hypothetical protein,protein_coding,WP_002969014.1,BME_RS16925
NC_003318.1,RefSeq,gene,35418,35936,+,BME_RS10370,type IV secretion system protein,protein_coding,WP_004681215.1,BME_RS10370
NC_003318.1,RefSeq,gene,36187,37347,+,BME_RS10375,DUF459 domain-containing protein,protein_coding,WP_004681214.1,BME_RS10375
NC_003318.1,RefSeq,gene,37557,38960,+,BME_RS10380,amino acid permease,protein_coding,WP_002966523.1,BME_RS10380
NC_003318.1,RefSeq,gene,39005,40459,-,BME_RS10385,glutamate synthase subunit beta,protein_coding,WP_002972210.1,gltD
NC_003318.1,RefSeq,gene,40541,45292,-,BME_RS10390,glutamate synthase large subunit,protein_coding,WP_004681208.1,BME_RS10390
NC_003318.1,RefSeq,gene,45382,45666,+,BME_RS16930,hypothetical protein,protein_coding,WP_002966526.1,BME_RS16930
NC_003318.1,RefSeq,gene,45935,46984,+,BME_RS10395,low specificity L-threonine aldolase,protein_coding,WP_002966527.1,BME_RS10395
NC_003318.1,RefSeq,gene,47122,47592,-,BME_RS10400,heat-shock protein IbpA,protein_coding,WP_002966528.1,BME_RS10400
NC_003318.1,RefSeq,gene,47671,47922,-,BME_RS16935,hypothetical protein,protein_coding,WP_004681204.1,BME_RS16935
NC_003318.1,RefSeq,gene,47895,48104,-,BME_RS16940,hypothetical protein,protein_coding,WP_004687579.1,BME_RS16940
NC_003318.1,RefSeq,gene,48156,48554,+,BME_RS10405,hypothetical protein,protein_coding,WP_002966530.1,BME_RS10405
NC_003318.1,RefSeq,gene,48649,48864,+,BME_RS16945,hypothetical protein,protein_coding,WP_004681198.1,BME_RS16945
NC_003318.1,RefSeq,gene,48904,49899,+,BME_RS10410,alpha/beta hydrolase,protein_coding,WP_004681197.1,BME_RS10410
NC_003318.1,RefSeq,gene,49950,50726,-,BME_RS10415,histidinol-phosphatase,protein_coding,WP_004681196.1,BME_RS10415
NC_003318.1,RefSeq,gene,50879,51769,-,BME_RS10420,N-formylglutamate amidohydrolase,protein_coding,WP_004681194.1,BME_RS10420
NC_003318.1,RefSeq,gene,52088,52450,+,BME_RS10425,response regulator,protein_coding,WP_002966536.1,BME_RS10425
NC_003318.1,RefSeq,gene,52564,52638,+,BME_RS10430,tRNA-Val,tRNA,NA,BME_RS10430
